"site","transect","observer","Transect.area","common.name","species","year","group","Count","area","zone","N.segments"
"Destruction Island",1,"Ole Shelton",60,NA,"PISOCH",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"PODSPP",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"PUGGRA",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"PUGPRO",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"PYCHEL",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"SCALLOP",2017,"Invert",1,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"SCYDEC",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"SOLSTI",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"STARREC",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"STRDRO",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"STRPUR",2017,"Invert",1,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"STYMON",2017,"Invert",22,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"TEGSPP",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"TRICAT",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"UNIDSP",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"URTCRA",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"URTLOF",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"URTPIS",2017,"Invert",0,"1",10,3
"Destruction Island",1,"Ole Shelton",60,NA,"URTSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ACAHUD",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ACANAN",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ACMMIT",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ANTELE",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ANTXAN",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ASTSPP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"BALNUB",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CANORE",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CANSPP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CERFOL",2017,"Invert",17,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CHITON",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CLAMSP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CRAARB",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CRAGIG",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CROPAP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CRYDEC",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CRYSIT",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CRYSTE",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"CUCMIN",2017,"Invert",3,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"DERIMB",2017,"Invert",9,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"DIASAN",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"DIOASP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"DIRALB",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"DORODH",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"DOROHD",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ENTDOF",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"EPIPRO",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"EUPQUI",2017,"Invert",7,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"EVATRO",2017,"Invert",2,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"FUSORE",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"HENLEV",2017,"Invert",6,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"HERCRA",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"JANFUS",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"LEPSPP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"LIMCOC",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"LIRDIR",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"LOPMAN",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"MEDAEQ",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"MESFRA",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"METGIG",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"METSPP",2017,"Invert",3,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"MIMFOL",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"MYTCAL",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"NUCLAM",2017,"Invert",27,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"NUDIBR",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"ORTKOE",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PAGSPP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PARCAL",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PATMIN",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PELNOB",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PISBRE",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PISGIG",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PISOCH",2017,"Invert",8,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PODSPP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PUGGRA",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PUGPRO",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"PYCHEL",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"SCALLOP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"SCYDEC",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"SOLSTI",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"STARREC",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"STRDRO",2017,"Invert",5,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"STRPUR",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"STYMON",2017,"Invert",30,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"TEGSPP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"TRICAT",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"UNIDSP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"URTCRA",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"URTLOF",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"URTPIS",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Kinsey Frick",60,NA,"URTSPP",2017,"Invert",0,"1",5,3
"Destruction Island",2,"Ole Shelton",60,NA,"ACAHUD",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"ACANAN",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"ACMMIT",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"ANTELE",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"ANTXAN",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"ASTSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"BALNUB",2017,"Invert",1,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CANORE",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CANSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CERFOL",2017,"Invert",18,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CHITON",2017,"Invert",1,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CLAMSP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CRAARB",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CRAGIG",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CROPAP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CRYDEC",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CRYSIT",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CRYSTE",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"CUCMIN",2017,"Invert",15,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"DERIMB",2017,"Invert",5,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"DIASAN",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"DIOASP",2017,"Invert",4,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"DIRALB",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"DORODH",2017,"Invert",3,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"DOROHD",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"ENTDOF",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"EPIPRO",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"EUPQUI",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"EVATRO",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"FUSORE",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"HENLEV",2017,"Invert",23,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"HERCRA",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"JANFUS",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"LEPSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"LIMCOC",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"LIRDIR",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"LOPMAN",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"MEDAEQ",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"MESFRA",2017,"Invert",8,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"METGIG",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"METSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"MIMFOL",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"MYTCAL",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"NUCLAM",2017,"Invert",96,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"NUDIBR",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"ORTKOE",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PAGSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PARCAL",2017,"Invert",1,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PATMIN",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PELNOB",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PISBRE",2017,"Invert",1,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PISGIG",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PISOCH",2017,"Invert",5,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PODSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PUGGRA",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PUGPRO",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"PYCHEL",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"SCALLOP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"SCYDEC",2017,"Invert",1,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"SOLSTI",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"STARREC",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"STRDRO",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"STRPUR",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"STYMON",2017,"Invert",7,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"TEGSPP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"TRICAT",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"UNIDSP",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"URTCRA",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"URTLOF",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"URTPIS",2017,"Invert",0,"1",10,3
"Destruction Island",2,"Ole Shelton",60,NA,"URTSPP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Kinsey Frick",40,NA,"ACAHUD",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"ACANAN",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"ACMMIT",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"ANTELE",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"ANTXAN",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"ASTSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"BALNUB",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CANORE",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CANSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CERFOL",2017,"Invert",5,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CHITON",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CLAMSP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CRAARB",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CRAGIG",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CROPAP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CRYDEC",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CRYSIT",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CRYSTE",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"CUCMIN",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"DERIMB",2017,"Invert",8,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"DIASAN",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"DIOASP",2017,"Invert",1,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"DIRALB",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"DORODH",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"DOROHD",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"ENTDOF",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"EPIPRO",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"EUPQUI",2017,"Invert",2,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"EVATRO",2017,"Invert",1,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"FUSORE",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"HENLEV",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"HERCRA",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"JANFUS",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"LEPSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"LIMCOC",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"LIRDIR",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"LOPMAN",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"MEDAEQ",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"MESFRA",2017,"Invert",1,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"METGIG",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"METSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"MIMFOL",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"MYTCAL",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"NUCLAM",2017,"Invert",2,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"NUDIBR",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"ORTKOE",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PAGSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PARCAL",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PATMIN",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PELNOB",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PISBRE",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PISGIG",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PISOCH",2017,"Invert",5,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PODSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PUGGRA",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PUGPRO",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"PYCHEL",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"SCALLOP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"SCYDEC",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"SOLSTI",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"STARREC",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"STRDRO",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"STRPUR",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"STYMON",2017,"Invert",11,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"TEGSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"TRICAT",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"UNIDSP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"URTCRA",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"URTLOF",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"URTPIS",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Kinsey Frick",40,NA,"URTSPP",2017,"Invert",0,"1",5,2
"Destruction Island",3,"Ole Shelton",60,NA,"ACAHUD",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"ACANAN",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"ACMMIT",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"ANTELE",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"ANTXAN",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"ASTSPP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"BALNUB",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CANORE",2017,"Invert",1,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CANSPP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CERFOL",2017,"Invert",8,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CHITON",2017,"Invert",1,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CLAMSP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CRAARB",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CRAGIG",2017,"Invert",2,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CROPAP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CRYDEC",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CRYSIT",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CRYSTE",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"CUCMIN",2017,"Invert",8,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"DERIMB",2017,"Invert",9,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"DIASAN",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"DIOASP",2017,"Invert",4,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"DIRALB",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"DORODH",2017,"Invert",2,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"DOROHD",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"ENTDOF",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"EPIPRO",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"EUPQUI",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"EVATRO",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"FUSORE",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"HENLEV",2017,"Invert",16,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"HERCRA",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"JANFUS",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"LEPSPP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"LIMCOC",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"LIRDIR",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"LOPMAN",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"MEDAEQ",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"MESFRA",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"METGIG",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"METSPP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"MIMFOL",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"MYTCAL",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"NUCLAM",2017,"Invert",9,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"NUDIBR",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"ORTKOE",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"PAGSPP",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"PARCAL",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"PATMIN",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"PELNOB",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"PISBRE",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"PISGIG",2017,"Invert",0,"1",10,3
"Destruction Island",3,"Ole Shelton",60,NA,"PISOCH",2017,"Invert",6,"1",10,3
